lot_id,species_common,scientific_name,lot_mass_kg,product_form,handling_scenario,prehistory_equivalent_ice_h,baseline_shelf_life_h,target_market_node_id,traceability_status,origin_node_id,min_temp_c,mean_temp_c,max_temp_c,time_above_4c_h,time_above_10c_h,time_above_15c_h,equivalent_ice_age_h,remaining_quality_window_h,logger_missing_intervals,eye_demerit_0_3,gill_demerit_0_3,odor_demerit_0_3,texture_demerit_0_3,mucus_demerit_0_3,belly_burst_flag,total_proxy_0_16,condition_status,risk_score_0_100,recommended_action,candidate_destination_node_id,rationale,human_override_required
PGB-LMR-0001,lemuru,Sardinella lemuru,317.0,whole_fresh,controlled_ice,0.0,168.0,N004,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,62.45,105.55,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,32.2,HOLD_CHILLED,N004,RSL 105.6 h; sensory 5/16; gaps 0,YES
PGB-LMR-0148,lemuru,Sardinella lemuru,436.0,frozen,loading_excursion,36.0,168.0,N019,COMPLETE,N001,-18.1,-14.68,11.0,1.25,0.0,0.0,71.45,96.55,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,41.7,PROCESS_EXPORT_CANDIDATE,N019,RSL 96.5 h; sensory 7/16; gaps 0,YES
PGB-LMR-0149,lemuru,Sardinella lemuru,573.0,processed,warm_auction_delay,36.0,168.0,N020,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,72.37,95.63,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,45.5,PROCESS_EXPORT_CANDIDATE,N020,RSL 95.6 h; sensory 7/16; gaps 0,YES
PGB-LMR-0150,lemuru,Sardinella lemuru,710.0,whole_fresh,reice_recovery,36.0,168.0,N004,PARTIAL,N001,0.89,2.83,22.26,6.75,4.0,2.75,118.6,49.4,0,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,67.9,DOMESTIC_CHILLED,N004,RSL 49.4 h; sensory 11/16; gaps 0,YES
PGB-LMR-0151,lemuru,Sardinella lemuru,847.0,whole_fresh,logger_gap,36.0,168.0,N004,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,99.36,68.64,12,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,59.9,MANUAL_INSPECTION,N004,RSL 68.6 h; sensory 10/16; gaps 12,YES
PGB-LMR-0152,lemuru,Sardinella lemuru,984.0,whole_fresh,freezer_transfer,36.0,168.0,N005,COMPLETE,N001,1.49,1.74,7.0,0.75,0.0,0.0,101.95,66.05,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.1,RE_ICE_AND_ROUTE,N005,RSL 66.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0153,lemuru,Sardinella lemuru,1121.0,whole_fresh,controlled_ice,36.0,168.0,N006,COMPLETE,N001,1.09,1.42,10.0,1.25,0.0,0.0,98.45,69.55,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,54.9,RE_ICE_AND_ROUTE,N006,RSL 69.5 h; sensory 10/16; gaps 0,YES
PGB-LMR-0154,lemuru,Sardinella lemuru,1258.0,whole_fresh,delayed_chilling_2h,36.0,168.0,N008,COMPLETE,N001,1.09,2.23,19.99,3.75,2.5,1.75,110.27,57.73,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.5,DOMESTIC_CHILLED,N008,RSL 57.7 h; sensory 10/16; gaps 0,YES
PGB-LMR-0155,lemuru,Sardinella lemuru,1395.0,whole_fresh,melted_ice,36.0,168.0,N008,COMPLETE,N001,1.09,6.12,11.1,29.0,14.5,0.0,167.76,0.24,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.2,PROCESS_IMMEDIATELY,N008,RSL 0.2 h; sensory 15/16; gaps 0,YES
PGB-LMR-0156,lemuru,Sardinella lemuru,1532.0,whole_fresh,loading_excursion,36.0,168.0,N004,PARTIAL,N001,1.09,2.22,17.99,5.0,1.75,0.75,110.3,57.7,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.0,DOMESTIC_CHILLED,N004,RSL 57.7 h; sensory 10/16; gaps 0,YES
PGB-LMR-0157,lemuru,Sardinella lemuru,1669.0,frozen,warm_auction_delay,36.0,168.0,N018,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,72.33,95.67,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,45.5,PROCESS_EXPORT_CANDIDATE,N018,RSL 95.7 h; sensory 7/16; gaps 0,YES
PGB-LMR-0158,lemuru,Sardinella lemuru,1806.0,frozen,reice_recovery,36.0,168.0,N019,COMPLETE,N001,-18.1,-14.74,9.0,1.0,0.0,0.0,70.85,97.15,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,43.5,PROCESS_EXPORT_CANDIDATE,N019,RSL 97.1 h; sensory 7/16; gaps 0,YES
PGB-LMR-0159,lemuru,Sardinella lemuru,1943.0,processed,logger_gap,36.0,168.0,N020,COMPLETE,N001,-18.1,-14.66,12.0,1.25,0.0,0.0,69.78,98.22,12,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,43.7,PROCESS_EXPORT_CANDIDATE,N020,RSL 98.2 h; sensory 7/16; gaps 12,YES
PGB-LMR-0160,lemuru,Sardinella lemuru,260.0,whole_fresh,freezer_transfer,36.0,168.0,N007,COMPLETE,N001,1.49,1.73,7.0,0.75,0.0,0.0,101.86,66.14,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.0,RE_ICE_AND_ROUTE,N007,RSL 66.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0161,lemuru,Sardinella lemuru,397.0,whole_fresh,controlled_ice,48.0,168.0,N011,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,110.37,57.63,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,58.8,DOMESTIC_CHILLED,N011,RSL 57.6 h; sensory 10/16; gaps 0,YES
PGB-LMR-0162,lemuru,Sardinella lemuru,534.0,whole_fresh,delayed_chilling_2h,48.0,168.0,N004,PARTIAL,N001,1.09,2.22,20.29,3.75,2.5,1.75,122.25,45.75,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,69.8,DOMESTIC_CHILLED,N004,RSL 45.7 h; sensory 12/16; gaps 0,YES
PGB-LMR-0163,lemuru,Sardinella lemuru,671.0,whole_fresh,melted_ice,48.0,168.0,N004,COMPLETE,N001,1.09,6.11,11.1,29.25,14.25,0.0,179.69,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N004,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0164,lemuru,Sardinella lemuru,808.0,whole_fresh,loading_excursion,48.0,168.0,N006,COMPLETE,N001,1.09,2.2,17.39,5.0,1.75,0.5,122.01,45.99,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,69.2,DOMESTIC_CHILLED,N006,RSL 46 h; sensory 12/16; gaps 0,YES
PGB-LMR-0165,lemuru,Sardinella lemuru,945.0,whole_fresh,warm_auction_delay,48.0,168.0,N006,COMPLETE,N001,1.29,5.93,30.78,10.25,9.0,8.5,156.49,11.51,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.5,MANUAL_INSPECTION,N006,RSL 11.5 h; sensory 15/16; gaps 0,YES
PGB-LMR-0166,lemuru,Sardinella lemuru,1082.0,whole_fresh,reice_recovery,48.0,168.0,N008,COMPLETE,N001,0.89,2.78,21.8,6.75,4.0,2.5,130.17,37.83,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.9,DOMESTIC_CHILLED,N008,RSL 37.8 h; sensory 12/16; gaps 0,YES
PGB-LMR-0167,lemuru,Sardinella lemuru,1219.0,frozen,logger_gap,48.0,168.0,N018,COMPLETE,N001,-18.1,-14.65,12.0,1.25,0.0,0.0,81.85,86.15,12,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,47.6,PROCESS_EXPORT_CANDIDATE,N018,RSL 86.2 h; sensory 7/16; gaps 12,YES
PGB-LMR-0168,lemuru,Sardinella lemuru,1356.0,frozen,freezer_transfer,48.0,168.0,N019,PARTIAL,N001,-18.1,-14.79,7.0,0.75,0.0,0.0,82.38,85.62,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,44.1,PROCESS_EXPORT_CANDIDATE,N019,RSL 85.6 h; sensory 7/16; gaps 0,YES
PGB-LMR-0169,lemuru,Sardinella lemuru,1493.0,processed,controlled_ice,48.0,168.0,N020,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,83.19,84.81,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,43.3,PROCESS_EXPORT_CANDIDATE,N020,RSL 84.8 h; sensory 7/16; gaps 0,YES
PGB-LMR-0170,lemuru,Sardinella lemuru,1630.0,whole_fresh,delayed_chilling_2h,48.0,168.0,N006,COMPLETE,N001,1.09,2.24,20.46,3.75,2.5,1.75,122.39,45.61,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,69.8,DOMESTIC_CHILLED,N006,RSL 45.6 h; sensory 12/16; gaps 0,YES
PGB-LMR-0171,lemuru,Sardinella lemuru,1767.0,whole_fresh,melted_ice,48.0,168.0,N006,COMPLETE,N001,1.1,6.12,11.1,29.0,14.5,0.0,179.78,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N006,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0172,lemuru,Sardinella lemuru,1904.0,whole_fresh,loading_excursion,48.0,168.0,N008,COMPLETE,N001,1.09,2.18,17.06,5.0,1.75,0.5,121.72,46.28,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,69.1,DOMESTIC_CHILLED,N008,RSL 46.3 h; sensory 12/16; gaps 0,YES
PGB-LMR-0173,lemuru,Sardinella lemuru,221.0,whole_fresh,warm_auction_delay,48.0,168.0,N008,COMPLETE,N001,1.29,6.01,31.01,10.25,9.0,8.5,156.57,11.43,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.6,MANUAL_INSPECTION,N008,RSL 11.4 h; sensory 15/16; gaps 0,YES
PGB-LMR-0174,lemuru,Sardinella lemuru,358.0,whole_fresh,reice_recovery,48.0,168.0,N004,PARTIAL,N001,0.89,2.76,21.81,6.75,3.75,2.5,130.01,37.99,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.8,DOMESTIC_CHILLED,N004,RSL 38 h; sensory 12/16; gaps 0,YES
PGB-LMR-0175,lemuru,Sardinella lemuru,495.0,whole_fresh,logger_gap,48.0,168.0,N004,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,111.26,56.74,12,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,66.0,MANUAL_INSPECTION,N004,RSL 56.7 h; sensory 11/16; gaps 12,YES
PGB-LMR-0176,lemuru,Sardinella lemuru,632.0,whole_fresh,freezer_transfer,48.0,168.0,N006,COMPLETE,N001,1.49,1.73,7.0,0.75,0.0,0.0,113.87,54.13,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.0,DOMESTIC_CHILLED,N006,RSL 54.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0177,lemuru,Sardinella lemuru,769.0,frozen,controlled_ice,48.0,168.0,N018,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,83.12,84.88,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,43.3,PROCESS_EXPORT_CANDIDATE,N018,RSL 84.9 h; sensory 7/16; gaps 0,YES
PGB-LMR-0178,lemuru,Sardinella lemuru,906.0,frozen,delayed_chilling_2h,48.0,168.0,N019,COMPLETE,N001,-18.1,-14.63,13.0,1.25,0.25,0.0,84.0,84.0,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,50.7,PROCESS_EXPORT_CANDIDATE,N019,RSL 84 h; sensory 9/16; gaps 0,YES
PGB-LMR-0179,lemuru,Sardinella lemuru,1043.0,processed,melted_ice,48.0,168.0,N020,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,82.59,85.41,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,46.8,PROCESS_EXPORT_CANDIDATE,N020,RSL 85.4 h; sensory 7/16; gaps 0,YES
PGB-LMR-0180,lemuru,Sardinella lemuru,1180.0,whole_fresh,loading_excursion,48.0,168.0,N004,PARTIAL,N001,1.09,2.15,16.56,4.75,1.75,0.5,121.39,46.61,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,69.0,DOMESTIC_CHILLED,N004,RSL 46.6 h; sensory 12/16; gaps 0,YES
PGB-LMR-0181,lemuru,Sardinella lemuru,1317.0,whole_fresh,warm_auction_delay,48.0,168.0,N004,COMPLETE,N001,1.29,6.07,31.12,10.25,9.0,8.5,156.55,11.45,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.6,MANUAL_INSPECTION,N004,RSL 11.4 h; sensory 15/16; gaps 0,YES
PGB-LMR-0182,lemuru,Sardinella lemuru,1454.0,whole_fresh,reice_recovery,48.0,168.0,N006,COMPLETE,N001,0.89,2.96,23.92,6.75,4.0,3.25,131.4,36.6,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,74.3,DOMESTIC_CHILLED,N006,RSL 36.6 h; sensory 12/16; gaps 0,YES
PGB-LMR-0183,lemuru,Sardinella lemuru,1591.0,whole_fresh,logger_gap,48.0,168.0,N006,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,111.34,56.66,12,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,66.0,MANUAL_INSPECTION,N006,RSL 56.7 h; sensory 11/16; gaps 12,YES
PGB-LMR-0184,lemuru,Sardinella lemuru,1728.0,whole_fresh,freezer_transfer,48.0,168.0,N008,COMPLETE,N001,1.49,1.74,7.0,0.75,0.0,0.0,113.94,54.06,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.0,DOMESTIC_CHILLED,N008,RSL 54.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0185,lemuru,Sardinella lemuru,1865.0,whole_fresh,controlled_ice,48.0,168.0,N011,COMPLETE,N001,1.09,1.42,10.0,1.25,0.0,0.0,110.45,57.55,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,58.8,DOMESTIC_CHILLED,N011,RSL 57.5 h; sensory 10/16; gaps 0,YES
PGB-LMR-0186,lemuru,Sardinella lemuru,182.0,whole_fresh,delayed_chilling_2h,48.0,168.0,N004,PARTIAL,N001,1.09,2.27,21.22,3.75,2.5,1.75,122.6,45.4,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,69.9,DOMESTIC_CHILLED,N004,RSL 45.4 h; sensory 12/16; gaps 0,YES
PGB-LMR-0187,lemuru,Sardinella lemuru,319.0,frozen,melted_ice,48.0,168.0,N018,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,82.64,85.36,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,46.9,PROCESS_EXPORT_CANDIDATE,N018,RSL 85.4 h; sensory 7/16; gaps 0,YES
PGB-LMR-0188,lemuru,Sardinella lemuru,456.0,frozen,loading_excursion,48.0,168.0,N019,COMPLETE,N001,-18.1,-14.68,11.0,1.25,0.0,0.0,83.46,84.54,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,45.6,PROCESS_EXPORT_CANDIDATE,N019,RSL 84.5 h; sensory 7/16; gaps 0,YES
PGB-LMR-0189,lemuru,Sardinella lemuru,593.0,processed,warm_auction_delay,48.0,168.0,N020,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,84.36,83.64,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,53.8,PROCESS_EXPORT_CANDIDATE,N020,RSL 83.6 h; sensory 9/16; gaps 0,YES
PGB-LMR-0190,lemuru,Sardinella lemuru,730.0,whole_fresh,reice_recovery,48.0,168.0,N008,COMPLETE,N001,0.89,2.91,23.27,7.0,4.0,3.0,131.11,36.89,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,74.2,DOMESTIC_CHILLED,N008,RSL 36.9 h; sensory 12/16; gaps 0,YES
PGB-LMR-0191,lemuru,Sardinella lemuru,867.0,whole_fresh,logger_gap,48.0,168.0,N008,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,111.27,56.73,12,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,66.0,MANUAL_INSPECTION,N008,RSL 56.7 h; sensory 11/16; gaps 12,YES
PGB-LMR-0192,lemuru,Sardinella lemuru,1004.0,whole_fresh,freezer_transfer,48.0,168.0,N004,PARTIAL,N001,1.49,1.73,7.0,0.75,0.0,0.0,113.88,54.12,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.0,DOMESTIC_CHILLED,N004,RSL 54.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0193,lemuru,Sardinella lemuru,1141.0,whole_fresh,controlled_ice,48.0,168.0,N005,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,110.37,57.63,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,58.8,DOMESTIC_CHILLED,N005,RSL 57.6 h; sensory 10/16; gaps 0,YES
PGB-LMR-0194,lemuru,Sardinella lemuru,1278.0,whole_fresh,delayed_chilling_2h,48.0,168.0,N006,COMPLETE,N001,1.09,2.28,21.62,3.75,2.5,1.75,122.67,45.33,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,69.9,DOMESTIC_CHILLED,N006,RSL 45.3 h; sensory 12/16; gaps 0,YES
PGB-LMR-0195,lemuru,Sardinella lemuru,1415.0,whole_fresh,melted_ice,48.0,168.0,N006,COMPLETE,N001,1.09,6.11,11.1,29.25,14.25,0.0,179.67,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N006,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0196,lemuru,Sardinella lemuru,1552.0,whole_fresh,loading_excursion,48.0,168.0,N008,COMPLETE,N001,1.09,2.25,18.69,5.0,1.75,0.75,122.69,45.31,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,69.4,DOMESTIC_CHILLED,N008,RSL 45.3 h; sensory 12/16; gaps 0,YES
PGB-LMR-0197,lemuru,Sardinella lemuru,1689.0,frozen,warm_auction_delay,48.0,168.0,N018,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,84.33,83.67,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,53.8,PROCESS_EXPORT_CANDIDATE,N018,RSL 83.7 h; sensory 9/16; gaps 0,YES
PGB-LMR-0198,lemuru,Sardinella lemuru,1826.0,frozen,reice_recovery,48.0,168.0,N019,PARTIAL,N001,-18.1,-14.73,9.0,1.0,0.0,0.0,82.88,85.12,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,47.4,PROCESS_EXPORT_CANDIDATE,N019,RSL 85.1 h; sensory 7/16; gaps 0,YES
PGB-LMR-0199,lemuru,Sardinella lemuru,1963.0,processed,logger_gap,48.0,168.0,N020,COMPLETE,N001,-18.1,-14.65,12.0,1.25,0.0,0.0,81.83,86.17,12,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,47.6,PROCESS_EXPORT_CANDIDATE,N020,RSL 86.2 h; sensory 7/16; gaps 12,YES
PGB-LMR-0200,lemuru,Sardinella lemuru,280.0,whole_fresh,freezer_transfer,48.0,168.0,N006,COMPLETE,N001,1.49,1.74,7.0,0.75,0.0,0.0,113.93,54.07,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.0,DOMESTIC_CHILLED,N006,RSL 54.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0201,lemuru,Sardinella lemuru,417.0,whole_fresh,controlled_ice,72.0,168.0,N007,COMPLETE,N001,1.09,1.42,10.0,1.25,0.0,0.0,134.45,33.55,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,71.1,DOMESTIC_CHILLED,N007,RSL 33.6 h; sensory 12/16; gaps 0,YES
PGB-LMR-0202,lemuru,Sardinella lemuru,554.0,whole_fresh,delayed_chilling_2h,72.0,168.0,N007,COMPLETE,N001,1.09,2.31,22.09,3.75,2.5,1.75,146.84,21.16,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,82.2,LOCAL_FRESH_ONLY,N007,RSL 21.2 h; sensory 14/16; gaps 0,YES
PGB-LMR-0203,lemuru,Sardinella lemuru,691.0,whole_fresh,melted_ice,72.0,168.0,N008,COMPLETE,N001,1.1,6.12,11.1,29.0,14.5,0.0,203.79,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N008,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0204,lemuru,Sardinella lemuru,828.0,whole_fresh,loading_excursion,72.0,168.0,N002,PARTIAL,N001,1.09,2.24,18.31,5.0,1.75,0.75,146.62,21.38,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,81.6,LOCAL_FRESH_ONLY,N002,RSL 21.4 h; sensory 14/16; gaps 0,YES
PGB-LMR-0205,lemuru,Sardinella lemuru,965.0,whole_fresh,warm_auction_delay,72.0,168.0,N004,COMPLETE,N001,1.29,5.76,29.83,10.25,9.0,8.5,180.35,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,94.3,MANUAL_INSPECTION,N004,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0206,lemuru,Sardinella lemuru,1102.0,whole_fresh,reice_recovery,72.0,168.0,N005,COMPLETE,N001,0.89,2.83,22.25,6.75,4.0,2.75,154.57,13.43,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.4,LOCAL_FRESH_ONLY,N005,RSL 13.4 h; sensory 15/16; gaps 0,YES
PGB-LMR-0207,lemuru,Sardinella lemuru,1239.0,frozen,logger_gap,72.0,168.0,N018,COMPLETE,N001,-18.1,-14.66,12.0,1.25,0.0,0.0,105.81,62.19,12,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,62.0,PROCESS_EXPORT_CANDIDATE,N018,RSL 62.2 h; sensory 10/16; gaps 12,YES
PGB-LMR-0208,lemuru,Sardinella lemuru,1376.0,frozen,freezer_transfer,72.0,168.0,N019,COMPLETE,N001,-18.1,-14.79,7.0,0.5,0.0,0.0,106.33,61.67,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,58.5,PROCESS_EXPORT_CANDIDATE,N019,RSL 61.7 h; sensory 10/16; gaps 0,YES
PGB-LMR-0209,lemuru,Sardinella lemuru,1513.0,processed,controlled_ice,72.0,168.0,N020,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,107.13,60.87,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.7,PROCESS_EXPORT_CANDIDATE,N020,RSL 60.9 h; sensory 10/16; gaps 0,YES
PGB-LMR-0210,lemuru,Sardinella lemuru,1650.0,whole_fresh,delayed_chilling_2h,72.0,168.0,N002,PARTIAL,N001,1.09,2.22,20.01,3.75,2.5,1.75,146.22,21.78,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,82.0,LOCAL_FRESH_ONLY,N002,RSL 21.8 h; sensory 14/16; gaps 0,YES
PGB-LMR-0211,lemuru,Sardinella lemuru,1787.0,whole_fresh,melted_ice,72.0,168.0,N004,COMPLETE,N001,1.1,6.11,11.1,29.25,14.5,0.0,203.67,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N004,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0212,lemuru,Sardinella lemuru,1924.0,whole_fresh,loading_excursion,72.0,168.0,N005,COMPLETE,N001,1.09,2.21,17.95,5.0,1.75,0.75,146.23,21.77,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,81.5,LOCAL_FRESH_ONLY,N005,RSL 21.8 h; sensory 14/16; gaps 0,YES
PGB-LMR-0213,lemuru,Sardinella lemuru,241.0,whole_fresh,warm_auction_delay,72.0,168.0,N006,COMPLETE,N001,1.29,5.84,30.25,10.25,9.0,8.5,180.42,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,94.3,MANUAL_INSPECTION,N006,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0214,lemuru,Sardinella lemuru,378.0,whole_fresh,reice_recovery,72.0,168.0,N007,COMPLETE,N001,0.89,2.79,22.07,6.75,4.0,2.75,154.28,13.72,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.3,LOCAL_FRESH_ONLY,N007,RSL 13.7 h; sensory 15/16; gaps 0,YES
PGB-LMR-0215,lemuru,Sardinella lemuru,515.0,whole_fresh,logger_gap,72.0,168.0,N008,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,135.3,32.7,12,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,76.0,MANUAL_INSPECTION,N008,RSL 32.7 h; sensory 12/16; gaps 12,YES
PGB-LMR-0216,lemuru,Sardinella lemuru,652.0,whole_fresh,freezer_transfer,72.0,168.0,N004,PARTIAL,N001,1.49,1.74,7.0,0.75,0.0,0.0,137.91,30.09,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.2,DOMESTIC_CHILLED,N004,RSL 30.1 h; sensory 12/16; gaps 0,YES
PGB-LMR-0217,lemuru,Sardinella lemuru,789.0,frozen,controlled_ice,72.0,168.0,N018,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,107.18,60.82,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.8,PROCESS_EXPORT_CANDIDATE,N018,RSL 60.8 h; sensory 10/16; gaps 0,YES
PGB-LMR-0218,lemuru,Sardinella lemuru,926.0,frozen,delayed_chilling_2h,72.0,168.0,N019,COMPLETE,N001,-18.1,-14.63,13.0,1.5,0.25,0.0,108.07,59.93,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,60.8,PROCESS_EXPORT_CANDIDATE,N019,RSL 59.9 h; sensory 10/16; gaps 0,YES
PGB-LMR-0219,lemuru,Sardinella lemuru,1063.0,processed,melted_ice,72.0,168.0,N020,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,106.64,61.36,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.3,PROCESS_EXPORT_CANDIDATE,N020,RSL 61.4 h; sensory 10/16; gaps 0,YES
PGB-LMR-0220,lemuru,Sardinella lemuru,1200.0,whole_fresh,loading_excursion,72.0,168.0,N007,COMPLETE,N001,1.09,2.2,17.41,5.0,1.75,0.5,146.08,21.92,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,81.4,LOCAL_FRESH_ONLY,N007,RSL 21.9 h; sensory 14/16; gaps 0,YES
PGB-LMR-0221,lemuru,Sardinella lemuru,1337.0,whole_fresh,warm_auction_delay,72.0,168.0,N008,COMPLETE,N001,1.29,5.94,30.84,10.25,9.0,8.5,180.51,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,94.3,MANUAL_INSPECTION,N008,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0222,lemuru,Sardinella lemuru,1474.0,whole_fresh,reice_recovery,72.0,168.0,N002,PARTIAL,N001,0.89,2.78,21.73,6.75,4.0,2.5,154.17,13.83,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.3,LOCAL_FRESH_ONLY,N002,RSL 13.8 h; sensory 15/16; gaps 0,YES
